product_id;product_name;category;warehouse_location;stock_level;reorder_point;supplier_name;supplier_country;lead_time_days;delay_days;demand_per_week;order_quantity;price_usd;last_restock_date;risk_level
P00468;Electronics Item 468;electronics;Dubai;273;51;Nestlé S.A.;Switzerland;9;10;151;479;128.76;14/03/2026;high
P00469;Clothing Item 469;clothing;Dubai;771;148;Nike Inc.;USA;27;5;21;102;1234.14;22/11/2025;medium
P00470;Food Item 470;food;Toronto;398;70;TechSource Inc.;USA;23;4;266;245;778.17;18/03/2026;medium
P00471;Clothing Item 471;clothing;Toronto;55;13;Cargill Inc.;USA;7;4;385;494;1562.95;29/03/2025;medium
P00472;Food Item 472;food;London;773;160;Samsung Electronics;South Korea;7;9;284;200;900.39;30/11/2025;high
P00473;Electronics Item 473;electronics;Shanghai;985;54;Sony Corp.;Japan;4;8;381;70;859.87;23/07/2025;high
P00474;Clothing Item 474;clothing;Shanghai;164;159;IKEA Supply;Sweden;1;4;438;288;1420.83;07/06/2024;medium
P00475;Electronics Item 475;electronics;Shanghai;950;92;Cargill Inc.;USA;25;0;310;481;1325.47;17/05/2025;low
P00476;Clothing Item 476;clothing;Berlin;802;191;Nestlé S.A.;Switzerland;8;8;167;316;141.01;01/06/2025;high
P00477;Food Item 477;food;Tokyo;556;147;Samsung Electronics;South Korea;12;1;211;159;1328.35;05/12/2024;low
P00478;Clothing Item 478;clothing;Paris;223;168;TechSource Inc.;USA;18;7;276;108;1339.53;01/04/2025;high
P00479;Food Item 479;food;Sydney;940;169;IKEA Supply;Sweden;22;0;129;245;1832.29;26/04/2024;low
P00480;Furniture Item 480;furniture;Paris;553;195;Adidas AG;Germany;30;0;149;470;1542.14;10/06/2025;low
P00481;Furniture Item 481;furniture;Casablanca;44;85;IKEA Supply;Sweden;7;10;464;313;169.28;08/04/2024;high
P00482;Food Item 482;food;Toronto;546;11;Samsung Electronics;South Korea;7;1;325;492;1372.38;16/04/2024;low
P00483;Food Item 483;food;Toronto;848;189;GlobalTech GmbH;Germany;21;6;454;432;1373.66;25/01/2024;medium
P00484;Furniture Item 484;furniture;London;38;32;Apple Inc.;USA;6;0;42;335;145.53;21/08/2024;low
P00485;Clothing Item 485;clothing;Tokyo;397;125;IKEA Supply;Sweden;14;6;327;58;782.06;01/05/2024;medium
P00486;Electronics Item 486;electronics;Sydney;64;200;GlobalTech GmbH;Germany;23;0;304;233;1856.46;18/04/2024;high
P00487;Clothing Item 487;clothing;Paris;621;32;Sony Corp.;Japan;13;7;149;470;1323.14;30/04/2025;high
P00488;Food Item 488;food;Toronto;225;44;Adidas AG;Germany;26;6;387;201;1920.47;27/05/2024;medium
P00489;Clothing Item 489;clothing;London;980;12;GlobalTech GmbH;Germany;5;8;288;71;15.03;02/09/2025;high
P00490;Furniture Item 490;furniture;Toronto;560;31;IKEA Supply;Sweden;24;3;161;158;828.25;23/10/2025;low
P00491;Food Item 491;food;Shanghai;188;66;GlobalTech GmbH;Germany;7;4;320;142;1343.6;03/08/2025;medium
P00492;Electronics Item 492;electronics;Toronto;472;175;GlobalTech GmbH;Germany;10;1;286;178;200.91;13/01/2026;low
P00493;Furniture Item 493;furniture;London;365;42;GlobalTech GmbH;Germany;8;10;348;195;1240.93;17/07/2024;high
P00494;Clothing Item 494;clothing;Casablanca;461;94;Cargill Inc.;USA;10;10;320;128;1133.28;08/01/2025;high
P00495;Clothing Item 495;clothing;Tokyo;172;11;Samsung Electronics;South Korea;26;3;165;414;1480.93;22/03/2025;low
P00496;Clothing Item 496;clothing;London;137;183;Nike Inc.;USA;29;5;380;286;893.49;04/03/2026;high
P00497;Clothing Item 497;clothing;Casablanca;564;37;GlobalTech GmbH;Germany;20;10;94;480;564.83;23/05/2024;high
P00498;Food Item 498;food;Paris;751;170;TechSource Inc.;USA;29;1;44;484;1016.82;01/02/2024;low
P00499;Furniture Item 499;furniture;Sydney;217;19;Adidas AG;Germany;18;4;287;291;1309.55;01/06/2024;medium
P00500;Clothing Item 500;clothing;Tokyo;228;160;Nike Inc.;USA;5;4;380;306;1023.27;10/02/2025;medium
P00501;Clothing Item 501;clothing;Toronto;10;179;Nestlé S.A.;Switzerland;22;9;127;437;1030.7;01/04/2025;high
P00502;Food Item 502;food;Shanghai;579;154;Nike Inc.;USA;24;2;342;233;85.64;18/02/2026;low
P00503;Furniture Item 503;furniture;Dubai;64;77;Samsung Electronics;South Korea;2;3;194;315;1815.91;04/01/2025;medium
P00504;Furniture Item 504;furniture;Casablanca;939;126;IKEA Supply;Sweden;2;0;456;102;1408.95;17/06/2025;low
P00505;Clothing Item 505;clothing;Paris;592;149;Sony Corp.;Japan;13;2;296;237;1177.42;20/03/2024;low
P00506;Clothing Item 506;clothing;Tokyo;996;67;IKEA Supply;Sweden;12;6;269;299;1586.35;10/09/2025;medium
P00507;Electronics Item 507;electronics;Toronto;903;45;GlobalTech GmbH;Germany;8;2;230;313;1288.74;04/08/2024;low
P00508;Food Item 508;food;Shanghai;161;102;Samsung Electronics;South Korea;22;1;313;262;1623.29;07/01/2026;low
P00509;Electronics Item 509;electronics;Casablanca;691;132;Nestlé S.A.;Switzerland;19;3;250;381;1667.56;23/01/2024;low
P00510;Food Item 510;food;New York;130;156;Adidas AG;Germany;5;2;308;70;1782.14;30/05/2024;high
P00511;Electronics Item 511;electronics;Shanghai;264;56;Cargill Inc.;USA;20;6;269;376;42.15;06/01/2026;medium
P00512;Clothing Item 512;clothing;Berlin;221;124;Nike Inc.;USA;28;7;315;137;442.63;24/02/2025;high
P00513;Food Item 513;food;Sydney;840;56;Apple Inc.;USA;17;10;324;135;1449.75;16/12/2024;high
P00514;Furniture Item 514;furniture;Sydney;604;27;Nestlé S.A.;Switzerland;13;6;122;105;38.04;19/06/2025;medium
P00515;Furniture Item 515;furniture;Shanghai;620;34;Cargill Inc.;USA;29;7;95;357;82.88;13/03/2026;high
P00516;Electronics Item 516;electronics;Berlin;493;178;TechSource Inc.;USA;18;9;71;446;1358.73;17/03/2025;high
P00517;Furniture Item 517;furniture;London;895;21;Samsung Electronics;South Korea;14;8;362;460;966.84;26/02/2026;high
P00518;Furniture Item 518;furniture;London;603;199;Sony Corp.;Japan;4;9;469;118;512.76;23/02/2026;high
P00519;Food Item 519;food;Berlin;290;163;Apple Inc.;USA;14;8;453;146;15.91;31/01/2026;high
P00520;Electronics Item 520;electronics;Sydney;535;40;Samsung Electronics;South Korea;13;0;271;402;1609.55;22/02/2025;low
P00521;Clothing Item 521;clothing;Berlin;158;119;Apple Inc.;USA;9;9;338;487;1074.53;01/08/2025;high
P00522;Clothing Item 522;clothing;Sydney;282;184;Adidas AG;Germany;14;3;208;451;1117.34;02/07/2024;low
P00523;Clothing Item 523;clothing;Toronto;568;133;IKEA Supply;Sweden;19;4;134;446;1412.46;23/01/2026;medium
P00524;Food Item 524;food;Berlin;765;68;Samsung Electronics;South Korea;4;2;233;310;804.12;12/12/2024;low
P00525;Electronics Item 525;electronics;Shanghai;398;172;Nestlé S.A.;Switzerland;27;1;7;291;1852.09;21/03/2025;low
P00526;Electronics Item 526;electronics;Berlin;269;66;TechSource Inc.;USA;20;1;194;420;771.73;14/02/2025;low
P00527;Clothing Item 527;clothing;Sydney;58;54;TechSource Inc.;USA;15;7;332;153;1701.88;14/06/2025;high
P00528;Clothing Item 528;clothing;Dubai;34;163;Samsung Electronics;South Korea;23;8;266;364;343.12;06/02/2024;high
P00529;Clothing Item 529;clothing;Dubai;670;10;Sony Corp.;Japan;9;1;85;230;1340.98;19/02/2025;low
P00530;Food Item 530;food;Toronto;15;198;GlobalTech GmbH;Germany;30;1;365;331;572.57;26/07/2025;high
P00531;Clothing Item 531;clothing;London;986;80;Nike Inc.;USA;7;9;120;256;1151.94;24/09/2024;high
P00532;Food Item 532;food;Tokyo;518;37;Apple Inc.;USA;17;1;291;224;1894.3;09/06/2025;low
P00533;Clothing Item 533;clothing;Toronto;832;157;Cargill Inc.;USA;13;7;133;297;1541.08;14/02/2026;high
P00534;Clothing Item 534;clothing;Casablanca;697;127;TechSource Inc.;USA;28;9;464;296;236.96;10/03/2024;high
P00535;Furniture Item 535;furniture;Dubai;693;189;IKEA Supply;Sweden;14;5;122;314;1073.63;18/12/2025;medium
P00536;Clothing Item 536;clothing;Dubai;294;33;IKEA Supply;Sweden;24;10;209;88;1111.33;01/07/2024;high
P00537;Furniture Item 537;furniture;London;362;65;Nestlé S.A.;Switzerland;9;9;462;432;1367.8;13/07/2024;high
P00538;Furniture Item 538;furniture;Dubai;240;198;Samsung Electronics;South Korea;7;4;128;153;1670.71;25/09/2025;medium
P00539;Clothing Item 539;clothing;Shanghai;797;37;Nike Inc.;USA;22;1;66;364;18.21;08/07/2025;low
P00540;Electronics Item 540;electronics;Casablanca;380;168;Cargill Inc.;USA;29;7;166;494;553.09;06/07/2024;high
P00541;Clothing Item 541;clothing;Tokyo;227;157;Sony Corp.;Japan;17;0;70;294;1879.61;03/02/2024;low
P00542;Clothing Item 542;clothing;Tokyo;881;185;GlobalTech GmbH;Germany;15;2;402;407;1038.82;19/11/2024;low
P00543;Electronics Item 543;electronics;New York;690;63;IKEA Supply;Sweden;4;9;199;235;1227.49;22/09/2024;high
P00544;Food Item 544;food;Toronto;269;70;IKEA Supply;Sweden;20;7;142;237;371.91;10/03/2025;high
P00545;Food Item 545;food;Tokyo;717;105;Nike Inc.;USA;9;6;191;142;1144.96;12/08/2025;medium
P00546;Food Item 546;food;Berlin;738;79;Sony Corp.;Japan;18;3;416;488;764.86;29/05/2024;low
P00547;Food Item 547;food;Casablanca;825;12;Nestlé S.A.;Switzerland;16;6;95;484;1263.15;30/06/2025;medium
P00548;Clothing Item 548;clothing;Casablanca;307;74;Sony Corp.;Japan;2;9;292;100;1382.63;02/03/2024;high
P00549;Food Item 549;food;Paris;487;171;IKEA Supply;Sweden;24;7;54;183;725.12;27/07/2025;high
P00550;Clothing Item 550;clothing;London;20;115;Cargill Inc.;USA;28;5;67;151;1155.82;27/10/2025;medium
P00551;Food Item 551;food;Paris;363;93;Nike Inc.;USA;16;8;349;90;765.24;20/10/2024;high
P00552;Furniture Item 552;furniture;Shanghai;889;52;Cargill Inc.;USA;14;5;332;342;812.52;14/03/2024;medium
P00553;Electronics Item 553;electronics;Shanghai;351;68;Apple Inc.;USA;21;5;165;413;538.61;22/10/2025;medium
P00554;Furniture Item 554;furniture;Paris;908;123;Cargill Inc.;USA;24;5;404;316;1931.22;27/02/2025;medium
P00555;Food Item 555;food;Shanghai;874;15;Apple Inc.;USA;22;3;69;430;1402.89;22/03/2024;low
P00556;Food Item 556;food;Shanghai;406;36;Nike Inc.;USA;30;1;53;330;112.38;28/02/2026;low
P00557;Furniture Item 557;furniture;Toronto;783;31;Nestlé S.A.;Switzerland;20;4;58;93;1311.39;03/02/2025;medium
P00558;Clothing Item 558;clothing;Dubai;253;198;Nestlé S.A.;Switzerland;21;7;150;117;1055.85;23/06/2024;high
P00559;Electronics Item 559;electronics;New York;679;101;Nike Inc.;USA;28;5;445;289;1950.09;07/07/2025;medium
P00560;Clothing Item 560;clothing;Toronto;455;44;Cargill Inc.;USA;6;8;490;355;915.8;05/02/2026;high
P00561;Furniture Item 561;furniture;Toronto;655;173;IKEA Supply;Sweden;30;4;278;296;1081.64;01/04/2024;medium
P00562;Furniture Item 562;furniture;Paris;374;115;TechSource Inc.;USA;10;2;138;50;1049.02;15/02/2026;low
P00563;Food Item 563;food;London;293;130;Nike Inc.;USA;23;0;278;436;956.75;10/01/2024;low
P00564;Furniture Item 564;furniture;Paris;611;69;IKEA Supply;Sweden;18;0;412;146;826.41;28/07/2025;low
P00565;Furniture Item 565;furniture;Tokyo;255;51;Sony Corp.;Japan;13;10;371;162;529.65;08/03/2025;high
P00566;Food Item 566;food;Toronto;782;166;Apple Inc.;USA;9;10;418;382;1487.14;02/10/2024;high
P00567;Furniture Item 567;furniture;Dubai;873;27;GlobalTech GmbH;Germany;10;2;98;376;913.41;08/04/2025;low
P00568;Clothing Item 568;clothing;Sydney;503;58;TechSource Inc.;USA;5;0;169;323;49.15;14/04/2024;low
P00569;Clothing Item 569;clothing;Paris;128;193;GlobalTech GmbH;Germany;8;0;229;127;34.38;10/08/2024;high
P00570;Clothing Item 570;clothing;Tokyo;319;137;TechSource Inc.;USA;23;7;195;219;165.05;07/02/2026;high
P00571;Food Item 571;food;New York;272;110;Nestlé S.A.;Switzerland;16;8;41;148;1791.92;13/09/2024;high
P00572;Furniture Item 572;furniture;New York;124;192;Nike Inc.;USA;25;6;132;176;1476.55;04/02/2024;medium
P00573;Food Item 573;food;Casablanca;752;34;Nike Inc.;USA;7;10;271;249;1364.48;15/11/2024;high
P00574;Clothing Item 574;clothing;Shanghai;644;196;GlobalTech GmbH;Germany;17;8;26;179;965.05;01/11/2024;high
P00575;Food Item 575;food;London;908;23;GlobalTech GmbH;Germany;7;10;447;170;1267.65;28/11/2024;high
P00576;Electronics Item 576;electronics;Shanghai;813;80;Samsung Electronics;South Korea;13;1;304;54;1937.83;18/08/2025;low
P00577;Furniture Item 577;furniture;Sydney;158;105;Nestlé S.A.;Switzerland;8;1;399;305;187.35;25/09/2025;low
P00578;Clothing Item 578;clothing;New York;61;101;Adidas AG;Germany;23;2;335;455;219.25;14/05/2025;high
P00579;Food Item 579;food;London;571;175;Nike Inc.;USA;26;5;392;425;389.97;06/12/2025;medium
P00580;Furniture Item 580;furniture;London;741;44;Nike Inc.;USA;16;0;133;336;592.96;14/12/2025;low
P00581;Furniture Item 581;furniture;Dubai;580;57;Nike Inc.;USA;11;5;283;190;1735.99;05/09/2025;medium
P00582;Food Item 582;food;Berlin;543;49;Apple Inc.;USA;27;4;235;327;737.39;01/01/2024;medium
P00583;Furniture Item 583;furniture;Shanghai;904;14;Cargill Inc.;USA;25;5;322;172;644.78;05/03/2024;medium
P00584;Furniture Item 584;furniture;Dubai;536;184;Cargill Inc.;USA;5;8;259;194;648.59;18/10/2025;high
P00585;Clothing Item 585;clothing;Berlin;98;143;Nestlé S.A.;Switzerland;2;1;342;141;1747.62;25/07/2024;high
P00586;Electronics Item 586;electronics;Casablanca;196;35;Sony Corp.;Japan;21;9;21;386;982.37;30/09/2025;high
P00587;Clothing Item 587;clothing;New York;375;66;Samsung Electronics;South Korea;1;1;315;385;985.35;22/03/2024;low
P00588;Furniture Item 588;furniture;New York;369;152;IKEA Supply;Sweden;27;6;385;456;1418.33;23/09/2025;medium
P00589;Clothing Item 589;clothing;Toronto;41;197;Samsung Electronics;South Korea;3;4;41;315;198.75;12/01/2026;medium
P00590;Food Item 590;food;Toronto;394;58;Samsung Electronics;South Korea;22;8;103;341;1252.52;02/07/2024;high
P00591;Furniture Item 591;furniture;Berlin;784;173;Nike Inc.;USA;22;5;300;409;1332.16;16/04/2024;medium
P00592;Food Item 592;food;Shanghai;563;112;Nestlé S.A.;Switzerland;22;5;263;323;1996.87;29/03/2025;medium
P00593;Clothing Item 593;clothing;London;563;93;Sony Corp.;Japan;14;5;437;472;1453.11;15/09/2025;medium
P00594;Food Item 594;food;Sydney;558;64;Apple Inc.;USA;30;8;197;234;1923.5;03/04/2025;high
P00595;Furniture Item 595;furniture;New York;743;18;Adidas AG;Germany;1;9;150;119;1986.86;05/11/2024;high
P00596;Electronics Item 596;electronics;Paris;227;64;Apple Inc.;USA;1;5;443;333;1024.99;07/08/2025;medium
P00597;Food Item 597;food;Berlin;38;127;Apple Inc.;USA;5;2;187;237;1779.8;12/09/2024;medium
P00598;Food Item 598;food;Paris;830;86;Cargill Inc.;USA;13;9;52;161;1469.86;10/01/2026;high
P00599;Clothing Item 599;clothing;Casablanca;177;134;GlobalTech GmbH;Germany;27;9;427;354;1286.3;08/02/2024;high
P00600;Furniture Item 600;furniture;Berlin;798;24;Sony Corp.;Japan;12;5;476;263;1860.84;03/05/2024;medium
P00601;Food Item 601;food;Sydney;950;12;TechSource Inc.;USA;13;10;329;206;1051.14;22/11/2024;high
P00602;Food Item 602;food;London;514;188;Sony Corp.;Japan;2;2;118;278;1506.92;12/08/2025;low
P00603;Electronics Item 603;electronics;Dubai;442;84;Nestlé S.A.;Switzerland;5;6;407;222;169.68;08/08/2025;medium
P00604;Electronics Item 604;electronics;Toronto;408;77;Sony Corp.;Japan;17;6;48;446;1397.25;19/02/2026;medium
P00605;Food Item 605;food;Casablanca;572;60;Cargill Inc.;USA;21;6;254;150;1124.53;23/01/2026;medium
P00606;Food Item 606;food;Dubai;73;78;Cargill Inc.;USA;11;6;402;95;229.5;27/02/2025;high
P00607;Furniture Item 607;furniture;London;356;58;TechSource Inc.;USA;20;5;169;444;613.11;24/12/2024;medium
P00608;Furniture Item 608;furniture;Sydney;149;122;IKEA Supply;Sweden;7;3;27;129;1516.68;28/03/2024;low
P00609;Electronics Item 609;electronics;New York;248;168;Apple Inc.;USA;28;2;479;57;689.83;23/04/2024;low
P00610;Clothing Item 610;clothing;Casablanca;482;15;Adidas AG;Germany;24;3;174;158;411.58;19/06/2025;low
P00611;Clothing Item 611;clothing;Toronto;494;169;TechSource Inc.;USA;23;2;378;242;1168.09;10/11/2025;low
P00612;Electronics Item 612;electronics;Paris;174;25;Cargill Inc.;USA;26;3;150;188;110.91;01/11/2025;low
P00613;Electronics Item 613;electronics;Berlin;397;179;IKEA Supply;Sweden;28;10;143;492;220.24;26/10/2024;high
P00614;Furniture Item 614;furniture;Dubai;389;140;IKEA Supply;Sweden;29;1;368;298;1734.21;28/06/2025;low
P00615;Electronics Item 615;electronics;Shanghai;203;138;TechSource Inc.;USA;18;7;499;70;498.55;26/06/2025;high
P00616;Clothing Item 616;clothing;London;501;110;IKEA Supply;Sweden;1;2;386;400;707.07;02/10/2025;low
P00617;Clothing Item 617;clothing;Dubai;513;80;Apple Inc.;USA;21;0;420;499;777.41;31/01/2024;low
P00618;Clothing Item 618;clothing;Dubai;155;97;Nestlé S.A.;Switzerland;22;6;464;94;1461.13;17/06/2025;medium
P00619;Food Item 619;food;Tokyo;246;156;Cargill Inc.;USA;10;6;83;218;901.09;14/05/2024;medium
P00620;Food Item 620;food;Shanghai;594;148;Nestlé S.A.;Switzerland;28;3;355;208;1378.62;20/06/2025;low
P00621;Food Item 621;food;Tokyo;930;47;Nestlé S.A.;Switzerland;30;9;340;212;140.29;29/06/2025;high
P00622;Electronics Item 622;electronics;Shanghai;325;47;IKEA Supply;Sweden;25;0;377;500;1945.93;25/02/2025;low
P00623;Clothing Item 623;clothing;Casablanca;763;173;Samsung Electronics;South Korea;5;4;482;104;267.43;27/01/2024;medium
P00624;Clothing Item 624;clothing;Sydney;580;166;Samsung Electronics;South Korea;8;9;123;401;57.04;22/03/2024;high
P00625;Furniture Item 625;furniture;Shanghai;514;164;Nestlé S.A.;Switzerland;12;10;245;486;777.98;30/04/2025;high
P00626;Food Item 626;food;Shanghai;197;67;TechSource Inc.;USA;25;6;21;188;1900.65;15/08/2024;medium
P00627;Food Item 627;food;Dubai;67;55;Cargill Inc.;USA;28;7;479;300;1377.29;13/04/2025;high
P00628;Food Item 628;food;Tokyo;414;20;IKEA Supply;Sweden;24;6;316;251;1224.95;30/01/2026;medium
P00629;Electronics Item 629;electronics;Toronto;111;125;Samsung Electronics;South Korea;29;0;238;315;1078.05;22/01/2026;high
P00630;Electronics Item 630;electronics;Toronto;396;142;Samsung Electronics;South Korea;2;10;396;199;881.91;07/11/2024;high
P00631;Clothing Item 631;clothing;Casablanca;170;118;TechSource Inc.;USA;30;9;155;403;1036.35;25/05/2024;high
P00632;Furniture Item 632;furniture;Casablanca;92;194;Cargill Inc.;USA;6;1;261;406;1095.08;06/02/2025;high
P00633;Furniture Item 633;furniture;London;461;16;Samsung Electronics;South Korea;19;7;96;282;184.91;27/11/2024;high
P00634;Food Item 634;food;Berlin;93;39;IKEA Supply;Sweden;21;7;366;93;1050.02;28/01/2025;high
P00635;Food Item 635;food;Tokyo;563;107;IKEA Supply;Sweden;30;2;27;339;1743.25;02/06/2024;low
P00636;Food Item 636;food;Shanghai;183;192;Apple Inc.;USA;10;6;31;423;1538.42;01/04/2025;medium
P00637;Clothing Item 637;clothing;Shanghai;120;43;Cargill Inc.;USA;1;3;496;441;509.96;14/04/2025;low
P00638;Furniture Item 638;furniture;Casablanca;556;11;Samsung Electronics;South Korea;8;7;316;351;1320.64;09/04/2025;high
P00639;Furniture Item 639;furniture;Casablanca;81;163;Adidas AG;Germany;8;0;312;192;1241.43;24/07/2025;high
P00640;Food Item 640;food;New York;189;47;TechSource Inc.;USA;12;10;33;124;1708.39;14/11/2025;high
P00641;Clothing Item 641;clothing;London;942;32;Nestlé S.A.;Switzerland;14;1;30;132;1345.82;17/09/2025;low
P00642;Food Item 642;food;Casablanca;767;158;Apple Inc.;USA;3;0;189;215;740.3;23/01/2025;low
P00643;Electronics Item 643;electronics;Tokyo;863;150;Nestlé S.A.;Switzerland;16;4;38;112;1390.77;08/10/2024;medium
P00644;Clothing Item 644;clothing;Toronto;423;144;TechSource Inc.;USA;20;3;112;105;1144.88;06/10/2025;low
P00645;Electronics Item 645;electronics;Casablanca;741;186;Cargill Inc.;USA;14;4;314;484;636.39;22/06/2025;medium
P00646;Clothing Item 646;clothing;Shanghai;629;154;Nike Inc.;USA;24;8;259;302;1616.92;16/09/2025;high
P00647;Food Item 647;food;Paris;198;10;GlobalTech GmbH;Germany;15;0;65;427;1696.9;29/03/2026;low
P00648;Furniture Item 648;furniture;Tokyo;46;95;Samsung Electronics;South Korea;26;8;184;55;1283.03;07/12/2025;high
P00649;Clothing Item 649;clothing;Paris;809;27;Adidas AG;Germany;17;4;162;215;1535.23;26/04/2024;medium
P00650;Clothing Item 650;clothing;London;405;195;Nestlé S.A.;Switzerland;1;9;296;149;664.38;12/12/2024;high
P00651;Furniture Item 651;furniture;Casablanca;816;19;Nestlé S.A.;Switzerland;16;2;335;371;923.93;03/07/2025;low
P00652;Clothing Item 652;clothing;Casablanca;802;115;Adidas AG;Germany;27;0;480;203;1132.06;25/11/2025;low
P00653;Clothing Item 653;clothing;Toronto;548;14;IKEA Supply;Sweden;22;9;111;459;1832.79;25/03/2026;high
P00654;Clothing Item 654;clothing;Berlin;992;48;Sony Corp.;Japan;11;0;148;370;1070.87;18/06/2024;low
P00655;Furniture Item 655;furniture;Shanghai;609;39;IKEA Supply;Sweden;23;4;447;413;68.1;27/02/2025;medium
P00656;Electronics Item 656;electronics;Casablanca;898;70;Apple Inc.;USA;27;7;195;160;1052.58;28/06/2024;high
P00657;Electronics Item 657;electronics;London;803;19;GlobalTech GmbH;Germany;30;3;403;277;1014.46;29/03/2026;low
P00658;Furniture Item 658;furniture;Toronto;157;58;Adidas AG;Germany;24;7;179;208;1552.19;26/05/2024;high
P00659;Electronics Item 659;electronics;Toronto;692;43;Sony Corp.;Japan;15;0;110;415;1730.3;28/04/2024;low
P00660;Electronics Item 660;electronics;Paris;954;21;GlobalTech GmbH;Germany;28;9;356;220;936.42;17/02/2024;high
P00661;Electronics Item 661;electronics;Toronto;784;178;Cargill Inc.;USA;1;4;386;438;627.73;02/08/2024;medium
P00662;Clothing Item 662;clothing;Dubai;197;83;Nike Inc.;USA;11;8;146;393;239.71;01/06/2024;high
P00663;Food Item 663;food;Paris;117;13;Adidas AG;Germany;18;9;495;102;417.12;24/12/2024;high
P00664;Clothing Item 664;clothing;Paris;144;190;Samsung Electronics;South Korea;19;4;416;137;147.13;19/09/2025;high
P00665;Clothing Item 665;clothing;Toronto;454;22;TechSource Inc.;USA;16;0;71;104;770.28;29/03/2024;low
P00666;Furniture Item 666;furniture;Tokyo;183;190;Nike Inc.;USA;21;9;310;365;714.47;06/12/2024;high
P00667;Food Item 667;food;Toronto;80;129;Nike Inc.;USA;3;2;295;99;913.89;01/12/2025;high
P00668;Furniture Item 668;furniture;Casablanca;237;67;IKEA Supply;Sweden;9;9;78;250;370.79;12/11/2025;high
P00669;Clothing Item 669;clothing;London;464;134;GlobalTech GmbH;Germany;16;1;20;229;959.91;23/06/2024;low
P00670;Clothing Item 670;clothing;London;618;157;Sony Corp.;Japan;4;8;70;468;1429.97;19/04/2024;high
P00671;Clothing Item 671;clothing;Toronto;665;28;Nike Inc.;USA;18;4;410;255;1183.12;01/09/2024;medium
P00672;Food Item 672;food;Toronto;162;133;Samsung Electronics;South Korea;11;1;201;466;1389.65;17/03/2025;low
P00673;Furniture Item 673;furniture;Sydney;806;97;GlobalTech GmbH;Germany;6;3;283;428;1862.07;10/08/2025;low
P00674;Furniture Item 674;furniture;Berlin;606;162;GlobalTech GmbH;Germany;18;5;242;470;893.21;11/11/2024;medium
P00675;Furniture Item 675;furniture;Berlin;612;37;Sony Corp.;Japan;25;9;355;217;991.12;07/11/2025;high
P00676;Electronics Item 676;electronics;Berlin;222;45;TechSource Inc.;USA;29;9;459;437;297.72;01/06/2024;high
P00677;Furniture Item 677;furniture;Toronto;298;109;Samsung Electronics;South Korea;15;9;320;155;1364.63;20/11/2024;high
P00678;Clothing Item 678;clothing;Sydney;813;183;IKEA Supply;Sweden;23;6;160;95;1167.54;18/09/2025;medium
P00679;Furniture Item 679;furniture;Shanghai;872;85;Adidas AG;Germany;29;5;36;77;6.68;27/07/2025;medium
P00680;Clothing Item 680;clothing;Berlin;881;82;Sony Corp.;Japan;8;0;448;409;1182.38;02/10/2025;low
P00681;Clothing Item 681;clothing;Tokyo;415;107;Nestlé S.A.;Switzerland;7;8;227;293;282.44;22/07/2025;high
P00682;Furniture Item 682;furniture;London;860;116;Nestlé S.A.;Switzerland;28;4;83;118;28.15;25/10/2025;medium
P00683;Electronics Item 683;electronics;Shanghai;738;134;GlobalTech GmbH;Germany;5;6;341;120;1286.27;01/03/2025;medium
P00684;Furniture Item 684;furniture;Sydney;952;118;Adidas AG;Germany;15;2;324;267;1106.34;05/04/2025;low
P00685;Furniture Item 685;furniture;London;231;57;Cargill Inc.;USA;1;9;222;305;1694.37;30/08/2024;high
P00686;Clothing Item 686;clothing;Tokyo;948;149;TechSource Inc.;USA;2;5;300;340;969.12;12/01/2025;medium
P00687;Electronics Item 687;electronics;Sydney;493;186;Adidas AG;Germany;24;2;45;489;1967.42;08/03/2026;low
P00688;Clothing Item 688;clothing;Casablanca;529;30;Samsung Electronics;South Korea;3;9;272;291;1263.17;10/11/2025;high
P00689;Electronics Item 689;electronics;Toronto;817;158;IKEA Supply;Sweden;2;9;164;323;1558.16;25/04/2025;high
P00690;Furniture Item 690;furniture;Toronto;927;130;IKEA Supply;Sweden;14;5;298;458;592.76;20/06/2024;medium
P00691;Electronics Item 691;electronics;Sydney;767;87;TechSource Inc.;USA;9;9;377;372;948.96;22/06/2024;high
P00692;Electronics Item 692;electronics;Paris;828;198;Nike Inc.;USA;10;0;324;92;258.01;19/03/2024;low
P00693;Clothing Item 693;clothing;Paris;135;167;Apple Inc.;USA;28;4;148;57;1484.15;10/09/2025;medium
P00694;Food Item 694;food;Sydney;756;48;Nestlé S.A.;Switzerland;12;7;342;183;1566.14;29/08/2024;high
P00695;Furniture Item 695;furniture;Shanghai;818;145;GlobalTech GmbH;Germany;11;0;446;124;1193.11;06/06/2024;low
P00696;Furniture Item 696;furniture;Tokyo;788;108;Nestlé S.A.;Switzerland;15;10;126;157;1157.63;19/12/2024;high
P00697;Electronics Item 697;electronics;Paris;773;39;Sony Corp.;Japan;15;2;31;293;606.23;03/02/2026;low
P00698;Food Item 698;food;Tokyo;699;190;Nestlé S.A.;Switzerland;9;7;204;321;1741.2;13/01/2024;high
P00699;Clothing Item 699;clothing;Casablanca;391;183;TechSource Inc.;USA;22;8;166;99;1835.84;14/10/2025;high
P00700;Clothing Item 700;clothing;Tokyo;625;176;Apple Inc.;USA;11;4;444;186;1605.62;18/09/2024;medium
